pair_id,model,prompt,resp_row,ref_row,kind,domain,note,P_raw,R_raw,F1_raw,P_rescaled,R_rescaled,F1_rescaled
9948,Llama,Structured,120,206,permuted_domain,Science,,0.80630255,0.8118489,0.8090662,-0.14957958,-0.11658472,-0.13129714
9949,Llama,Structured,121,121,correct,Science,,0.8278928,0.86031675,0.84379345,-0.021443203,0.17104837,0.07446455
9950,Llama,Structured,121,194,permuted_global,Science,,0.7817452,0.84169793,0.8106146,-0.2953256,0.06055478,-0.1221227
9951,Llama,Structured,121,138,permuted_domain,Science,,0.7921897,0.81867146,0.8052129,-0.23333816,-0.07609601,-0.154128
9952,Llama,Structured,122,122,correct,Science,,0.8057236,0.8568227,0.83048785,-0.15301555,0.15031305,-0.004372145
9953,Llama,Structured,122,18,permuted_global,Science,,0.7838112,0.7797693,0.7817851,-0.28306395,-0.3069613,-0.29293972
9954,Llama,Structured,122,271,permuted_domain,Science,,0.79637086,0.8497031,0.822173,-0.20852336,0.10806138,-0.05363824
9955,Llama,Structured,123,123,correct,Science,,0.814832,0.8631298,0.8382858,-0.098958105,0.18774238,0.04183133
9956,Llama,Structured,123,139,permuted_global,Science,,0.79883444,0.82329416,0.8108799,-0.19390221,-0.04866257,-0.120550774
9957,Llama,Structured,123,247,permuted_domain,Science,,0.793622,0.82059616,0.80688363,-0.22483757,-0.0646739,-0.14422888
9958,Llama,Structured,124,124,correct,Science,,0.8199982,0.8613579,0.8401693,-0.06829691,0.17722723,0.052991245
9959,Llama,Structured,124,180,permuted_global,Science,,0.7967711,0.8260546,0.81114864,-0.20614794,-0.032280885,-0.11895837
9960,Llama,Structured,124,244,permuted_domain,Science,,0.783318,0.8283143,0.805188,-0.28599122,-0.018870488,-0.15427563
9961,Llama,Structured,125,125,correct,Science,,0.8093374,0.865734,0.83658636,-0.1315681,0.20319696,0.031761974
9962,Llama,Structured,125,68,permuted_global,Science,,0.7613046,0.8477323,0.8021973,-0.41663888,0.09636584,-0.17199588
9963,Llama,Structured,125,94,permuted_domain,Science,,0.78296626,0.8266461,0.8042135,-0.2880787,-0.028770525,-0.16004947
9964,Llama,Structured,126,126,correct,Science,,0.81377566,0.8629611,0.83764696,-0.10522724,0.18674135,0.03804614
9965,Llama,Structured,126,90,permuted_global,Science,,0.7530925,0.84049416,0.7943965,-0.465377,0.053410962,-0.21821596
9966,Llama,Structured,126,98,permuted_domain,Science,,0.8068216,0.8366088,0.8214452,-0.14649914,0.030353442,-0.057950348
9967,Llama,Structured,127,127,correct,Science,,0.8259199,0.8437214,0.8347258,-0.033151943,0.072563015,0.020738024
9968,Llama,Structured,127,376,permuted_global,Science,,0.7585919,0.8102573,0.78357387,-0.4327387,-0.12602986,-0.28234097
9969,Llama,Structured,127,199,permuted_domain,Science,,0.7964747,0.8206891,0.80840063,-0.20790714,-0.064122446,-0.13524055
9970,Llama,Structured,128,128,correct,Science,,0.8163296,0.8467217,0.8312479,-0.09006981,0.09036844,0.00013137625
9971,Llama,Structured,128,53,permuted_global,Science,,0.7712005,0.8152889,0.7926321,-0.35790768,-0.096169874,-0.22867025
9972,Llama,Structured,128,170,permuted_domain,Science,,0.79827535,0.82200575,0.8099668,-0.19722039,-0.056308676,-0.12596087
9973,Llama,Structured,129,129,correct,Science,,0.8299584,0.8631696,0.84623826,-0.009184032,0.18797868,0.088950194
9974,Llama,Structured,129,394,permuted_global,Science,,0.76170117,0.8285951,0.7937412,-0.41428536,-0.017204091,-0.22209862
9975,Llama,Structured,129,106,permuted_domain,Science,,0.80093086,0.82299984,0.8118154,-0.18146016,-0.050409257,-0.1150079
9976,Llama,Structured,130,130,correct,Science,,0.825407,0.8576529,0.8412211,-0.036195952,0.15523972,0.05922314
9977,Llama,Structured,130,186,permuted_global,Science,,0.80628395,0.8462103,0.82576483,-0.14968996,0.087333485,-0.032356348
9978,Llama,Structured,130,266,permuted_domain,Science,,0.79939705,0.8482797,0.8231133,-0.19056317,0.09961444,-0.048066758
9979,Llama,Structured,131,131,correct,Science,,0.80365837,0.8651434,0.83326817,-0.1652726,0.19969226,0.012101448
9980,Llama,Structured,131,231,permuted_global,Science,,0.80659014,0.8550715,0.83012354,-0.14787275,0.13992026,-0.006530671
9981,Llama,Structured,131,218,permuted_domain,Science,,0.80405104,0.8299098,0.8167758,-0.1629421,-0.009401994,-0.08561706
9982,Llama,Structured,132,132,correct,Science,,0.8109264,0.8474066,0.8287652,-0.12213751,0.094433084,-0.014578879
9983,Llama,Structured,132,389,permuted_global,Science,,0.7373991,0.84351015,0.7868935,-0.55851626,0.07130942,-0.26267198
9984,Llama,Structured,132,264,permuted_domain,Science,,0.7729894,0.83483875,0.8027245,-0.3472906,0.019848889,-0.16887216
9985,Llama,Structured,133,133,correct,Science,,0.8296974,0.86395276,0.84647864,-0.010733099,0.19262627,0.0903745
9986,Llama,Structured,133,280,permuted_global,Science,,0.79427195,0.8305411,0.8120017,-0.22098029,-0.005655699,-0.11390392
9987,Llama,Structured,133,280,permuted_domain,Science,,0.79427195,0.8305411,0.8120017,-0.22098029,-0.005655699,-0.11390392
9988,Llama,Structured,134,134,correct,Science,,0.82127964,0.8560145,0.83828735,-0.06069166,0.14551654,0.041840512
9989,Llama,Structured,134,236,permuted_global,Science,,0.78848386,0.8200698,0.80396676,-0.25533214,-0.06779764,-0.16151156
9990,Llama,Structured,134,245,permuted_domain,Science,,0.78691506,0.8330029,0.8093034,-0.26464283,0.008954179,-0.12989156
9991,Llama,Structured,135,135,correct,Science,,0.8093311,0.8394375,0.8241094,-0.13160525,0.04714014,-0.042165067
9992,Llama,Structured,135,268,permuted_global,Science,,0.8046433,0.8302158,0.81722957,-0.15942726,-0.0075859725,-0.082928434
9993,Llama,Structured,135,220,permuted_domain,Science,,0.7930925,0.83664197,0.81428534,-0.22798027,0.030550113,-0.10037322
9994,Llama,Structured,136,136,correct,Science,,0.83368015,0.8594711,0.8463792,0.01290441,0.16602972,0.08978543
9995,Llama,Structured,136,240,permuted_global,Science,,0.78778803,0.83038044,0.8085237,-0.25946182,-0.006608986,-0.13451128
9996,Llama,Structured,136,211,permuted_domain,Science,,0.7978126,0.82423735,0.81080973,-0.1999669,-0.043065235,-0.12096645
9997,Llama,Structured,137,137,correct,Science,,0.8241214,0.87120205,0.847008,-0.043825965,0.23564728,0.09351093
9998,Llama,Structured,137,264,permuted_global,Science,,0.80019426,0.8378836,0.81860536,-0.18583179,0.037918545,-0.07477675
9999,Llama,Structured,137,93,permuted_domain,Science,,0.7952142,0.8125732,0.8038,-0.21538822,-0.11228626,-0.16249971
10000,Llama,Structured,138,138,correct,Science,,0.840251,0.8556052,0.8478586,0.051902056,0.14308752,0.09855091
10001,Llama,Structured,138,391,permuted_global,Science,,0.7597902,0.845687,0.8004408,-0.42562693,0.084227785,-0.1824032
10002,Llama,Structured,138,140,permuted_domain,Science,,0.7977502,0.82940364,0.813269,-0.20033726,-0.012405821,-0.106394984
10003,Llama,Structured,139,139,correct,Science,,0.8353852,0.865968,0.85040176,0.023023754,0.20458569,0.11361927
10004,Llama,Structured,139,162,permuted_global,Science,,0.80684304,0.8420633,0.824077,-0.1463718,0.062723115,-0.042356834
10005,Llama,Structured,139,194,permuted_domain,Science,,0.793103,0.84784377,0.8195603,-0.22791801,0.0970273,-0.06911874
10006,Llama,Structured,140,140,correct,Science,,0.8395153,0.8886709,0.863394,0.047535732,0.33931646,0.1905994
10007,Llama,Structured,140,327,permuted_global,Science,,0.75781095,0.8281795,0.7914341,-0.43737352,-0.019670611,-0.23576845
10008,Llama,Structured,140,99,permuted_domain,Science,,0.8137592,0.8313674,0.82246906,-0.10532488,-0.000752018,-0.051884085
10009,Llama,Structured,141,141,correct,Science,,0.80773485,0.8253733,0.8164588,-0.141079,-0.036323953,-0.08749517
10010,Llama,Structured,141,270,permuted_global,Science,,0.7749741,0.843923,0.8079803,-0.33551148,0.07375931,-0.13773105
10011,Llama,Structured,141,234,permuted_domain,Science,,0.7917427,0.83199173,0.81136835,-0.23599127,0.0029532446,-0.11765662
10012,Llama,Structured,142,142,correct,Science,,0.8169905,0.89194167,0.8528224,-0.086147435,0.35872674,0.12796187
10013,Llama,Structured,142,74,permuted_global,Science,,0.77790046,0.84760284,0.8112572,-0.3181438,0.09559755,-0.118315265
10014,Llama,Structured,142,116,permuted_domain,Science,,0.8045696,0.8349138,0.81946087,-0.15986449,0.020294229,-0.06970782
10015,Llama,Structured,143,143,correct,Science,,0.8432109,0.85663915,0.849872,0.06946852,0.14922358,0.11048036
10016,Llama,Structured,143,211,permuted_global,Science,,0.80410206,0.8297924,0.8167452,-0.16263929,-0.010098831,-0.08579823
10017,Llama,Structured,143,255,permuted_domain,Science,,0.8144472,0.8248324,0.8196069,-0.10124155,-0.039534003,-0.06884257
10018,Llama,Structured,144,144,correct,Science,,0.83165336,0.84875053,0.84011495,0.0008755288,0.102408506,0.052669164
10019,Llama,Structured,144,316,permuted_global,Science,,0.803604,0.822086,0.81273997,-0.16559522,-0.05583256,-0.10952965
10020,Llama,Structured,144,214,permuted_domain,Science,,0.8068515,0.8133372,0.8100814,-0.14632156,-0.10775223,-0.12528174
10021,Llama,Structured,145,145,correct,Science,,0.79682386,0.8701521,0.83187515,-0.20583488,0.22941643,0.0038476996
10022,Llama,Structured,145,167,permuted_global,Science,,0.79902077,0.807202,0.8030905,-0.1927964,-0.14416178,-0.16670339
10023,Llama,Structured,145,249,permuted_domain,Science,,0.8053994,0.844292,0.82438725,-0.15493959,0.07594922,-0.040518627
10024,Llama,Structured,146,146,correct,Science,,0.83825314,0.8597578,0.84886926,0.040044744,0.16773114,0.10453912
10025,Llama,Structured,146,37,permuted_global,Science,,0.8030682,0.8248224,0.8138,-0.16877507,-0.039593074,-0.10324902
10026,Llama,Structured,146,115,permuted_domain,Science,,0.80147487,0.8243532,0.81275314,-0.1782315,-0.042377595,-0.1094516
10027,Llama,Structured,147,147,correct,Science,,0.82289696,0.8355791,0.8291895,-0.05109303,0.0242425,-0.012065073
10028,Llama,Structured,147,160,permuted_global,Science,,0.80283725,0.8495542,0.8255353,-0.17014585,0.10717777,-0.033716373
10029,Llama,Structured,147,160,permuted_domain,Science,,0.80283725,0.8495542,0.8255353,-0.17014585,0.10717777,-0.033716373
10030,Llama,Structured,148,148,correct,Science,,0.826916,0.87390924,0.8497634,-0.027240442,0.2517131,0.109836906
10031,Llama,Structured,148,185,permuted_global,Science,,0.8169488,0.82225704,0.8195943,-0.08639506,-0.05481737,-0.06891709
10032,Llama,Structured,148,130,permuted_domain,Science,,0.808221,0.82836014,0.8181666,-0.13819382,-0.018598473,-0.07737637
10033,Llama,Structured,149,149,correct,Science,,0.82958585,0.89514977,0.86112165,-0.011394964,0.37776524,0.17713545
10034,Llama,Structured,149,312,permuted_global,Science,,0.78652245,0.8223188,0.80402243,-0.26697296,-0.054450914,-0.1611817
10035,Llama,Structured,149,191,permuted_domain,Science,,0.8158947,0.83475316,0.8252162,-0.092650756,0.019340942,-0.0356072
10036,Llama,Structured,150,150,correct,Science,,0.82692564,0.85071635,0.8386523,-0.027183136,0.11407469,0.04400292
10037,Llama,Structured,150,130,permuted_global,Science,,0.80043817,0.82518584,0.8126237,-0.18438424,-0.03743642,-0.110218674
10038,Llama,Structured,150,187,permuted_domain,Science,,0.80987316,0.8357799,0.82262266,-0.12838826,0.025434196,-0.050973985
10039,Llama,Structured,151,151,correct,Science,,0.81870127,0.86597,0.8416725,-0.075994134,0.20459771,0.06189764
10040,Llama,Structured,151,127,permuted_global,Science,,0.78990316,0.8337456,0.81123245,-0.24690868,0.013361584,-0.118461825
10041,Llama,Structured,151,189,permuted_domain,Science,,0.80063796,0.80929554,0.8049435,-0.18319848,-0.13173756,-0.1557243
10042,Llama,Structured,152,152,correct,Science,,0.8070103,0.8332772,0.8199335,-0.14537917,0.010582018,-0.06690759
10043,Llama,Structured,152,271,permuted_global,Science,,0.80048025,0.8470074,0.8230868,-0.1841345,0.09206384,-0.048223913
10044,Llama,Structured,152,128,permuted_domain,Science,,0.7972721,0.81168866,0.80441576,-0.20317468,-0.11753553,-0.15885119
10045,Llama,Structured,153,153,correct,Science,,0.82360375,0.84673536,0.8350094,-0.046898276,0.090449445,0.022418369
10046,Llama,Structured,153,221,permuted_global,Science,,0.80118865,0.84365666,0.82187444,-0.1799302,0.07217887,-0.055407226
10047,Llama,Structured,153,132,permuted_domain,Science,,0.79399896,0.80138063,0.7976727,-0.22260046,-0.17870863,-0.19880441
10048,Llama,Structured,154,154,correct,Science,,0.84193957,0.88239056,0.8616905,0.06192341,0.30204558,0.18050602
10049,Llama,Structured,154,118,permuted_global,Science,,0.80571365,0.8196062,0.81260055,-0.15307462,-0.07054891,-0.1103557
10050,Llama,Structured,154,257,permuted_domain,Science,,0.7960601,0.8328321,0.814031,-0.21036781,0.007940404,-0.10188016
10051,Llama,Structured,155,155,correct,Science,,0.8157146,0.82752156,0.82157564,-0.09371979,-0.023575021,-0.05717763
10052,Llama,Structured,155,63,permuted_global,Science,,0.7866952,0.82990205,0.80772126,-0.2659478,-0.009447978,-0.1392659
10053,Llama,Structured,155,252,permuted_domain,Science,,0.8073848,0.8186839,0.8129951,-0.14315657,-0.07602209,-0.108018115
10054,Llama,Structured,156,156,correct,Science,,0.8076042,0.828913,0.8181199,-0.14185442,-0.01531768,-0.07765325
10055,Llama,Structured,156,69,permuted_global,Science,,0.7571155,0.82664245,0.7903529,-0.44150105,-0.028792102,-0.24217482
10056,Llama,Structured,156,112,permuted_domain,Science,,0.78414357,0.82181114,0.80253565,-0.28109145,-0.057463583,-0.16999099
10057,Llama,Structured,157,157,correct,Science,,0.8000039,0.833948,0.81662333,-0.18696167,0.014562832,-0.08652044
10058,Llama,Structured,157,220,permuted_global,Science,,0.7823294,0.83632535,0.8084268,-0.2918585,0.028671129,-0.13508551
10059,Llama,Structured,157,100,permuted_domain,Science,,0.7773726,0.83076465,0.8031823,-0.32127663,-0.0043288786,-0.16615953
10060,Llama,Structured,158,158,correct,Science,,0.83233494,0.87865114,0.85486615,0.004920649,0.27985397,0.1400711
10061,Llama,Structured,158,259,permuted_global,Science,,0.7947194,0.8312583,0.8125783,-0.21832469,-0.0013993336,-0.110487424
10062,Llama,Structured,158,263,permuted_domain,Science,,0.8015429,0.8363031,0.8185541,-0.17782786,0.028539188,-0.07508047
10063,Llama,Structured,159,159,correct,Science,,0.8226582,0.88332194,0.8519115,-0.05251015,0.30757287,0.12256451
10064,Llama,Structured,159,329,permuted_global,Science,,0.74791116,0.84756976,0.79462796,-0.49612805,0.09540123,-0.21684462
10065,Llama,Structured,159,196,permuted_domain,Science,,0.8026258,0.8501572,0.82570803,-0.17140095,0.110756405,-0.03269291
10066,Llama,Structured,160,160,correct,Science,,0.8242558,0.9062911,0.86332905,-0.04302826,0.44388375,0.19021444
10067,Llama,Structured,160,301,permuted_global,Science,,0.7436651,0.8335109,0.7860289,-0.52132803,0.011968617,-0.2677946
10068,Llama,Structured,160,203,permuted_domain,Science,,0.79555154,0.83818984,0.8163143,-0.213386,0.03973598,-0.088351585
10069,Llama,Structured,161,161,correct,Science,,0.81991553,0.85851634,0.83877206,-0.06878756,0.16036376,0.044712424
10070,Llama,Structured,161,217,permuted_global,Science,,0.8114127,0.84776187,0.8291891,-0.119251266,0.096541286,-0.012067191
10071,Llama,Structured,161,139,permuted_domain,Science,,0.7982806,0.8230726,0.8104871,-0.19718926,-0.049977362,-0.12287811
10072,Llama,Structured,162,162,correct,Science,,0.8512495,0.88717866,0.86884284,0.11717724,0.3304606,0.22288404
10073,Llama,Structured,162,385,permuted_global,Science,,0.7681396,0.8416399,0.80321175,-0.37607375,0.060210254,-0.16598506
10074,Llama,Structured,162,152,permuted_domain,Science,,0.8105385,0.82929313,0.81980854,-0.12443971,-0.013061626,-0.06764782
10075,Llama,Structured,163,163,correct,Science,,0.8277106,0.8702106,0.84842867,-0.022524262,0.22976343,0.10192855
10076,Llama,Structured,163,281,permuted_global,Science,,0.7819397,0.8228419,0.8018695,-0.2941713,-0.05134663,-0.17393792
10077,Llama,Structured,163,217,permuted_domain,Science,,0.79068524,0.8358258,0.8126291,-0.24226713,0.025706565,-0.11018653
10078,Llama,Structured,164,164,correct,Science,,0.8516872,0.8686555,0.8600877,0.11977482,0.22053476,0.17100915
10079,Llama,Structured,164,321,permuted_global,Science,,0.79085684,0.8360006,0.8128024,-0.2412487,0.026744038,-0.109159894
10080,Llama,Structured,164,269,permuted_domain,Science,,0.79905546,0.83106905,0.81474787,-0.19259052,-0.0025224085,-0.097632684
10081,Llama,Structured,165,165,correct,Science,,0.84064126,0.8469887,0.843803,0.05421805,0.09195277,0.07452106
10082,Llama,Structured,165,306,permuted_global,Science,,0.7934513,0.8164814,0.80480164,-0.2258507,-0.08909291,-0.15656482
10083,Llama,Structured,165,253,permuted_domain,Science,,0.8061707,0.8278597,0.8168713,-0.15036207,-0.021568343,-0.08505129
10084,Llama,Structured,166,166,correct,Science,,0.82817894,0.84944284,0.8386761,-0.019744854,0.10651702,0.044143833
10085,Llama,Structured,166,308,permuted_global,Science,,0.7994336,0.82404995,0.8115551,-0.19034633,-0.044177342,-0.116550155
10086,Llama,Structured,166,168,permuted_domain,Science,,0.7964102,0.83555937,0.8155152,-0.20828989,0.024125416,-0.09308608
10087,Llama,Structured,167,167,correct,Science,,0.8258395,0.8719627,0.8482746,-0.03362915,0.24016151,0.10101562
10088,Llama,Structured,167,50,permuted_global,Science,,0.73606306,0.8218274,0.77658457,-0.5664456,-0.057367016,-0.32375312
10089,Llama,Structured,167,117,permuted_domain,Science,,0.79248774,0.8297484,0.81069016,-0.23156941,-0.01035988,-0.121674895
10090,Llama,Structured,168,168,correct,Science,,0.8212102,0.86290884,0.8415433,-0.061103776,0.18643114,0.061132338
10091,Llama,Structured,168,265,permuted_global,Science,,0.79473186,0.845479,0.81932044,-0.21825077,0.08299364,-0.07053986
10092,Llama,Structured,168,277,permuted_domain,Science,,0.79003716,0.806157,0.7980157,-0.24611345,-0.15036328,-0.19677196
10093,Llama,Structured,169,169,correct,Science,,0.7790842,0.8390038,0.8079346,-0.31111836,0.04456644,-0.13800192
10094,Llama,Structured,169,309,permuted_global,Science,,0.78372324,0.8190179,0.800982,-0.28358608,-0.07404017,-0.1791965
10095,Llama,Structured,169,183,permuted_domain,Science,,0.7807572,0.80266786,0.79156095,-0.30118933,-0.17106959,-0.23501693
10096,Llama,Structured,170,170,correct,Science,,0.7945292,0.8478351,0.8203171,-0.21945351,0.09697601,-0.06463464
10097,Llama,Structured,170,62,permuted_global,Science,,0.7436943,0.81972134,0.7798593,-0.5211547,-0.06986552,-0.30435005
10098,Llama,Structured,170,254,permuted_domain,Science,,0.77627283,0.8232409,0.79906726,-0.32780364,-0.048978798,-0.19054148
10099,Llama,Structured,171,171,correct,Science,,0.8438435,0.86923677,0.856352,0.07322322,0.22398429,0.14887471
10100,Llama,Structured,171,132,permuted_global,Science,,0.7908789,0.8033774,0.7970792,-0.2411178,-0.16685885,-0.20232084
10101,Llama,Structured,171,278,permuted_domain,Science,,0.79526246,0.82320935,0.8089946,-0.21510169,-0.04916592,-0.13172129
10102,Llama,Structured,172,172,correct,Science,,0.8052583,0.8007356,0.80299056,-0.15577728,-0.18253663,-0.16729565
10103,Llama,Structured,172,55,permuted_global,Science,,0.79677695,0.8534158,0.82412434,-0.20611328,0.13009451,-0.042076424
10104,Llama,Structured,172,97,permuted_domain,Science,,0.8113628,0.83202976,0.8215663,-0.11954736,0.0031789208,-0.057233077
10105,Llama,Structured,173,173,correct,Science,,0.8176012,0.84961843,0.8333024,-0.08252292,0.10755909,0.012304163
10106,Llama,Structured,173,86,permuted_global,Science,,0.7637637,0.82018185,0.79096806,-0.40204424,-0.06713264,-0.23852983
10107,Llama,Structured,173,163,permuted_domain,Science,,0.81886494,0.845659,0.83204633,-0.075022735,0.08406189,0.0048619807
10108,Llama,Structured,174,174,correct,Science,,0.83304155,0.88088036,0.8562933,0.009114344,0.29308328,0.1485272
10109,Llama,Structured,174,201,permuted_global,Science,,0.7857863,0.81930226,0.80219436,-0.27134213,-0.07235255,-0.17201318
10110,Llama,Structured,174,235,permuted_domain,Science,,0.7818648,0.82775795,0.80415714,-0.29461563,-0.022172151,-0.16038357
10111,Llama,Structured,175,175,correct,Science,,0.82875794,0.84411776,0.83636737,-0.016308537,0.07491528,0.030464457
10112,Llama,Structured,175,77,permuted_global,Science,,0.78460693,0.86646974,0.8235089,-0.2783414,0.20756334,-0.04572282
10113,Llama,Structured,175,180,permuted_domain,Science,,0.8278789,0.8492516,0.8384291,-0.021525627,0.10538227,0.04268033
10114,Llama,Structured,176,176,correct,Science,,0.85044974,0.86366284,0.8570054,0.11243063,0.19090575,0.15274644
10115,Llama,Structured,176,380,permuted_global,Science,,0.75557137,0.78583133,0.77040434,-0.45066527,-0.2709861,-0.3603714
10116,Llama,Structured,176,126,permuted_domain,Science,,0.79940844,0.8466426,0.8223478,-0.19049561,0.08989905,-0.052602414
10117,Llama,Structured,177,177,correct,Science,,0.85001075,0.8593884,0.8546738,0.109825276,0.16553912,0.13893144
10118,Llama,Structured,177,102,permuted_global,Science,,0.8065597,0.83199763,0.8190812,-0.14805351,0.0029882635,-0.071957454
10119,Llama,Structured,177,167,permuted_domain,Science,,0.7952682,0.8009746,0.79811114,-0.21506773,-0.18111819,-0.19620654
10120,Llama,Structured,178,178,correct,Science,,0.8197409,0.80278695,0.81117535,-0.06982404,-0.17036285,-0.118800156
10121,Llama,Structured,178,138,permuted_global,Science,,0.8142901,0.82434934,0.81928885,-0.102174036,-0.042400587,-0.07072704
10122,Llama,Structured,178,221,permuted_domain,Science,,0.8032,0.83989406,0.8211373,-0.16799293,0.049849667,-0.059774783
10123,Llama,Structured,179,179,correct,Science,,0.802766,0.8406999,0.82129514,-0.17056857,0.05463202,-0.058839608
10124,Llama,Structured,179,355,permuted_global,Science,,0.74509335,0.83076763,0.78560156,-0.51285154,-0.0043111923,-0.27032676
10125,Llama,Structured,179,223,permuted_domain,Science,,0.7826871,0.82256496,0.8021307,-0.2897353,-0.05299003,-0.17239036
10126,Llama,Structured,180,180,correct,Science,,0.82734936,0.8768101,0.85136193,-0.024668334,0.26892814,0.11930835
10127,Llama,Structured,180,252,permuted_global,Science,,0.79754317,0.833678,0.8152104,-0.20156583,0.012960461,-0.094892144
10128,Llama,Structured,180,122,permuted_domain,Science,,0.7926812,0.8444025,0.81772476,-0.23042114,0.07660502,-0.079994366
10129,Llama,Structured,181,181,correct,Science,,0.8300662,0.8769208,0.8528505,-0.0085440995,0.26958537,0.12812822
10130,Llama,Structured,181,35,permuted_global,Science,,0.7835858,0.83503973,0.8084949,-0.28440183,0.021041647,-0.13468185
10131,Llama,Structured,181,229,permuted_domain,Science,,0.789547,0.8311391,0.80980945,-0.24902232,-0.0021067823,-0.1268932
10132,Llama,Structured,182,182,correct,Science,,0.8214139,0.87344885,0.8466326,-0.059895013,0.24898092,0.09128672
10133,Llama,Structured,182,98,permuted_global,Science,,0.79744995,0.82432646,0.8106655,-0.2021191,-0.042536415,-0.1218211
10134,Llama,Structured,182,135,permuted_domain,Science,,0.78282225,0.8155925,0.79887146,-0.28893334,-0.094368,-0.1917016
10135,Llama,Structured,183,183,correct,Science,,0.821047,0.87284625,0.84615463,-0.06207234,0.24540477,0.08845471
10136,Llama,Structured,183,60,permuted_global,Science,,0.76147693,0.8268707,0.7928276,-0.41561618,-0.02743769,-0.22751188
10137,Llama,Structured,183,155,permuted_domain,Science,,0.7717209,0.8138337,0.792218,-0.35481912,-0.1048057,-0.23112367
10138,Llama,Structured,184,184,correct,Science,,0.81012833,0.84906006,0.82913744,-0.12687385,0.1042454,-0.012373382
10139,Llama,Structured,184,354,permuted_global,Science,,0.7479563,0.7847372,0.7659054,-0.49586025,-0.27747908,-0.38702807
10140,Llama,Structured,184,131,permuted_domain,Science,,0.7895799,0.8481442,0.8178149,-0.24882706,0.09881007,-0.07946038
10141,Llama,Structured,185,185,correct,Science,,0.8408009,0.85361314,0.84715855,0.05516539,0.1312657,0.09440302
10142,Llama,Structured,185,367,permuted_global,Science,,0.74477875,0.80815035,0.77517146,-0.5147186,-0.13853367,-0.33212587
10143,Llama,Structured,185,165,permuted_domain,Science,,0.81125486,0.82989454,0.82046884,-0.120188,-0.009492547,-0.06373549
10144,Llama,Structured,186,186,correct,Science,,0.8230498,0.8865843,0.8536365,-0.05018602,0.3269333,0.13278536
10145,Llama,Structured,186,360,permuted_global,Science,,0.7456663,0.83728755,0.7888254,-0.5094509,0.0343813,-0.2512253
10146,Llama,Structured,186,226,permuted_domain,Science,,0.78674954,0.8083019,0.79738015,-0.26562518,-0.13763414,-0.20053773
10147,Llama,Structured,187,187,correct,Science,,0.84860516,0.8590127,0.85377717,0.101483166,0.16330959,0.13361883
10148,Llama,Structured,187,198,permuted_global,Science,,0.80550015,0.82924724,0.81720126,-0.15434176,-0.013333994,-0.083096184
10149,Llama,Structured,187,260,permuted_domain,Science,,0.802002,0.81782794,0.8098377,-0.17510293,-0.081101924,-0.12672581
10150,Llama,Structured,188,188,correct,Science,,0.82799315,0.8818704,0.85408294,-0.02084749,0.29895863,0.13543054
10151,Llama,Structured,188,396,permuted_global,Science,,0.7538837,0.7797859,0.76661605,-0.46068132,-0.30686295,-0.38281733
10152,Llama,Structured,188,120,permuted_domain,Science,,0.794858,0.82867175,0.81141275,-0.21750222,-0.016749203,-0.11739351
10153,Llama,Structured,189,189,correct,Science,,0.81286,0.83243984,0.8225334,-0.11066154,0.0056125442,-0.051502667
10154,Llama,Structured,189,123,permuted_global,Science,,0.7767576,0.8265738,0.8008918,-0.3249266,-0.029199593,-0.17973083
10155,Llama,Structured,189,272,permuted_domain,Science,,0.7751938,0.8324652,0.80280936,-0.33420756,0.0057628774,-0.16836926
10156,Llama,Structured,190,190,correct,Science,,0.82483566,0.84606135,0.8353137,-0.03958699,0.086449526,0.02422126
10157,Llama,Structured,190,347,permuted_global,Science,,0.74582094,0.8227058,0.78237903,-0.5085333,-0.05215418,-0.28942046
10158,Llama,Structured,190,151,permuted_domain,Science,,0.7966548,0.8307228,0.8133322,-0.20683812,-0.0045771934,-0.10602064
10159,Llama,Structured,191,191,correct,Science,,0.86671257,0.892763,0.8795449,0.20894928,0.36360106,0.28629464
10160,Llama,Structured,191,287,permuted_global,Science,,0.75900453,0.8155643,0.78626865,-0.4302897,-0.09453566,-0.26637417
10161,Llama,Structured,191,259,permuted_domain,Science,,0.7970363,0.8306974,0.81351876,-0.20457412,-0.00472788,-0.10491524
10162,Llama,Structured,192,192,correct,Science,,0.8363358,0.86484414,0.85035104,0.028665343,0.19791621,0.11331873
10163,Llama,Structured,192,269,permuted_global,Science,,0.7976562,0.830058,0.81353456,-0.20089513,-0.008522634,-0.10482165
10164,Llama,Structured,192,101,permuted_domain,Science,,0.7987429,0.83434814,0.8161574,-0.19444558,0.016937384,-0.08928111
10165,Llama,Structured,193,193,correct,Science,,0.82930624,0.8632495,0.8459375,-0.0130544,0.18845266,0.08716814
10166,Llama,Structured,193,2,permuted_global,Science,,0.785097,0.80860037,0.7966754,-0.27543288,-0.13586305,-0.20471351
10167,Llama,Structured,193,114,permuted_domain,Science,,0.80132806,0.83568025,0.81814367,-0.17910278,0.024842769,-0.07751234
10168,Llama,Structured,194,194,correct,Science,,0.80593765,0.86494994,0.83440167,-0.15174524,0.19854407,0.01881753
10169,Llama,Structured,194,239,permuted_global,Science,,0.7952645,0.828401,0.8114946,-0.21508966,-0.018355818,-0.11690862
10170,Llama,Structured,194,103,permuted_domain,Science,,0.80672085,0.8319808,0.8191561,-0.14709698,0.0028885133,-0.07151353
